Id,Time
826,0
830,0
828,1
827,2
829,2
825,3
831,3
824,4
832,4
823,5
833,5
822,6
834,6
821,7
835,7
820,8
836,8
819,9
837,9
818,10
838,10
817,11
839,11
816,12
840,12
815,13
841,13
814,14
842,14
813,15
843,15
812,16
844,16
811,17
845,17
810,18
846,18
809,19
847,19
808,20
848,20
807,21
849,21
806,22
850,22
805,23
851,23
804,24
852,24
803,25
853,25
802,26
854,26
801,27
855,27
800,28
856,28
799,29
857,29
798,30
858,30
797,31
859,31
796,32
860,32
795,33
861,33
794,34
862,34
793,35
863,35
792,36
864,36
791,37
865,37
790,38
866,38
789,39
867,39
788,40
868,40
787,41
869,41
786,42
870,42
785,43
871,43
784,44
872,44
783,45
873,45
782,46
874,46
781,47
875,47
780,48
876,48
779,49
877,49
778,50
878,50
777,51
879,51
776,52
880,52
775,53
881,53
774,54
882,54
773,55
883,55
772,56
884,56
771,57
885,57
770,58
886,58
769,59
887,59
768,60
888,60
767,61
889,61
766,62
890,62
765,63
891,63
764,64
892,64
763,65
893,65
762,66
894,66
761,67
895,67
760,68
896,68
759,69
897,69
758,70
898,70
757,71
899,71
756,72
900,72
755,73
901,73
754,74
902,74
753,75
903,75
752,76
904,76
751,77
905,77
750,78
906,78
749,79
907,79
748,80
908,80
747,81
909,81
746,82
910,82
745,83
911,83
744,84
912,84
743,85
913,85
742,86
914,86
741,87
915,87
740,88
916,88
739,89
917,89
738,90
918,90
737,91
919,91
736,92
920,92
735,93
921,93
734,94
922,94
733,95
923,95
732,96
924,96
731,97
925,97
730,98
926,98
729,99
927,99
728,100
928,100
727,101
929,101
726,102
930,102
725,103
931,103
724,104
932,104
723,105
933,105
722,106
934,106
721,107
935,107
720,108
936,108
719,109
937,109
718,110
938,110
717,111
939,111
716,112
940,112
715,113
941,113
714,114
942,114
713,115
943,115
712,116
944,116
711,117
945,117
710,118
946,118
709,119
947,119
708,120
948,120
707,121
949,121
706,122
950,122
705,123
951,123
704,124
952,124
703,125
953,125
702,126
954,126
701,127
955,127
700,128
956,128
699,129
957,129
698,130
958,130
697,131
959,131
696,132
960,132
695,133
961,133
694,134
962,134
693,135
963,135
692,136
964,136
691,137
965,137
690,138
966,138
689,139
967,139
688,140
968,140
687,141
969,141
686,142
970,142
685,143
971,143
684,144
972,144
683,145
973,145
682,146
974,146
681,147
975,147
680,148
976,148
679,149
977,149
678,150
978,150
677,151
979,151
676,152
980,152
675,153
981,153
674,154
982,154
673,155
983,155
672,156
984,156
671,157
985,157
670,158
986,158
669,159
987,159
668,160
988,160
667,161
989,161
666,162
990,162
665,163
991,163
664,164
992,164
663,165
993,165
662,166
994,166
661,167
995,167
660,168
996,168
659,169
997,169
658,170
998,170
657,171
999,171
656,172
1000,172
655,173
1001,173
654,174
1002,174
653,175
1003,175
652,176
1004,176
651,177
1005,177
650,178
1006,178
649,179
1007,179
648,180
1008,180
647,181
1009,181
646,182
1010,182
645,183
1011,183
644,184
1012,184
643,185
1013,185
642,186
1014,186
641,187
1015,187
640,188
1016,188
639,189
1017,189
638,190
1018,190
637,191
1019,191
636,192
1020,192
635,193
1021,193
634,194
1022,194
633,195
1023,195
632,196
1024,196
631,197
1025,197
630,198
1026,198
629,199
1027,199
628,200
1028,200
627,201
1029,201
626,202
1030,202
625,203
1031,203
624,204
1032,204
623,205
1033,205
622,206
1034,206
621,207
1035,207
620,208
1036,208
619,209
1037,209
618,210
1038,210
617,211
1039,211
616,212
1040,212
615,213
1041,213
614,214
1042,214
613,215
1043,215
612,216
1044,216
611,217
1045,217
610,218
1046,218
609,219
1047,219
608,220
1048,220
607,221
1049,221
606,222
1050,222
605,223
1051,223
604,224
1052,224
603,225
1053,225
602,226
1054,226
601,227
1055,227
600,228
1056,228
599,229
1057,229
598,230
1058,230
597,231
1059,231
596,232
1060,232
595,233
1061,233
594,234
1062,234
593,235
1063,235
592,236
1064,236
591,237
1065,237
590,238
1066,238
589,239
1067,239
588,240
1068,240
587,241
1069,241
586,242
1070,242
585,243
1071,243
584,244
1072,244
583,245
1073,245
582,246
1074,246
581,247
1075,247
580,248
1076,248
579,249
1077,249
578,250
1078,250
577,251
1079,251
576,252
1080,252
575,253
1081,253
574,254
1082,254
573,255
1083,255
572,256
1084,256
571,257
1085,257
570,258
1086,258
569,259
1087,259
568,260
1088,260
567,261
1089,261
566,262
1090,262
565,263
1091,263
564,264
1092,264
563,265
1093,265
562,266
1094,266
561,267
1095,267
560,268
1096,268
559,269
1097,269
558,270
1098,270
557,271
1099,271
556,272
1100,272
555,273
1101,273
554,274
1102,274
553,275
1103,275
552,276
1104,276
551,277
1105,277
550,278
1106,278
549,279
1107,279
548,280
1108,280
547,281
1109,281
546,282
1110,282
545,283
1111,283
544,284
1112,284
543,285
1113,285
542,286
1114,286
541,287
1115,287
540,288
1116,288
539,289
1117,289
538,290
1118,290
537,291
1119,291
536,292
1120,292
535,293
1121,293
534,294
1122,294
533,295
1123,295
532,296
1124,296
531,297
1125,297
530,298
1126,298
529,299
1127,299
528,300
1128,300
527,301
1129,301
526,302
1130,302
525,303
1131,303
524,304
1132,304
523,305
1133,305
522,306
1134,306
521,307
1135,307
520,308
1136,308
519,309
1137,309
518,310
1138,310
517,311
1139,311
516,312
1140,312
515,313
1141,313
514,314
1142,314
513,315
1143,315
512,316
1144,316
511,317
1145,317
510,318
1146,318
509,319
1147,319
508,320
1148,320
507,321
1149,321
506,322
1150,322
505,323
1151,323
504,324
1152,324
503,325
1153,325
502,326
1154,326
501,327
1155,327
500,328
1156,328
499,329
1157,329
498,330
1158,330
497,331
1159,331
496,332
1160,332
495,333
1161,333
494,334
1162,334
493,335
1163,335
492,336
1164,336
491,337
1165,337
490,338
1166,338
489,339
1167,339
488,340
1168,340
487,341
1169,341
486,342
1170,342
485,343
1171,343
484,344
1172,344
483,345
1173,345
482,346
1174,346
481,347
1175,347
480,348
1176,348
479,349
1177,349
478,350
1178,350
477,351
1179,351
476,352
1180,352
475,353
1181,353
474,354
1182,354
473,355
1183,355
472,356
1184,356
471,357
1185,357
470,358
1186,358
469,359
1187,359
468,360
1188,360
467,361
1189,361
466,362
1190,362
465,363
1191,363
464,364
1192,364
463,365
1193,365
462,366
1194,366
461,367
1195,367
460,368
1196,368
459,369
1197,369
458,370
1198,370
457,371
1199,371
456,372
1200,372
455,373
1201,373
454,374
1202,374
453,375
1203,375
452,376
1204,376
451,377
1205,377
450,378
1206,378
449,379
1207,379
448,380
1208,380
447,381
1209,381
446,382
1210,382
445,383
1211,383
444,384
1212,384
443,385
1213,385
442,386
1214,386
441,387
1215,387
440,388
1216,388
439,389
1217,389
438,390
1218,390
437,391
1219,391
436,392
1220,392
435,393
1221,393
434,394
1222,394
433,395
1223,395
432,396
1224,396
431,397
1225,397
430,398
1226,398
429,399
1227,399
428,400
1228,400
427,401
1229,401
426,402
1230,402
425,403
1231,403
424,404
1232,404
423,405
1233,405
422,406
1234,406
421,407
1235,407
420,408
1236,408
419,409
1237,409
418,410
1238,410
417,411
1239,411
416,412
1240,412
415,413
1241,413
414,414
1242,414
413,415
1243,415
412,416
1244,416
411,417
1245,417
410,418
1246,418
409,419
1247,419
408,420
1248,420
407,421
1249,421
406,422
1250,422
405,423
1251,423
404,424
1252,424
403,425
1253,425
402,426
1254,426
401,427
1255,427
400,428
1256,428
399,429
1257,429
398,430
1258,430
397,431
1259,431
396,432
1260,432
395,433
1261,433
394,434
1262,434
393,435
1263,435
392,436
1264,436
391,437
1265,437
390,438
1266,438
389,439
1267,439
388,440
1268,440
387,441
1269,441
386,442
1270,442
385,443
1271,443
384,444
1272,444
383,445
1273,445
382,446
1274,446
381,447
1275,447
380,448
1276,448
379,449
1277,449
378,450
1278,450
377,451
1279,451
376,452
1280,452
375,453
1281,453
374,454
1282,454
373,455
1283,455
372,456
1284,456
371,457
1285,457
370,458
1286,458
369,459
1287,459
368,460
1288,460
367,461
1289,461
366,462
1290,462
365,463
1291,463
364,464
1292,464
363,465
1293,465
362,466
1294,466
361,467
1295,467
360,468
1296,468
359,469
1297,469
358,470
1298,470
357,471
1299,471
356,472
1300,472
355,473
1301,473
354,474
1302,474
353,475
1303,475
352,476
1304,476
351,477
1305,477
350,478
1306,478
349,479
1307,479
348,480
1308,480
347,481
1309,481
346,482
1310,482
345,483
1311,483
344,484
1312,484
343,485
1313,485
342,486
1314,486
341,487
1315,487
340,488
1316,488
339,489
1317,489
338,490
1318,490
337,491
1319,491
336,492
1320,492
335,493
1321,493
334,494
1322,494
333,495
1323,495
332,496
1324,496
331,497
1325,497
330,498
1326,498
329,499
1327,499
328,500
1328,500
327,501
1329,501
326,502
1330,502
325,503
1331,503
324,504
1332,504
323,505
1333,505
322,506
1334,506
321,507
1335,507
320,508
1336,508
319,509
1337,509
318,510
1338,510
317,511
1339,511
316,512
1340,512
315,513
1341,513
314,514
1342,514
313,515
1343,515
312,516
1344,516
311,517
1345,517
310,518
1346,518
309,519
