Id,Time
121,0
524,0
752,0
427,0
587,0
636,0
489,0
386,0
614,0
499,0
698,0
3,0
59,0
521,0
719,0
213,0
687,0
249,0
650,0
401,0
331,0
670,0
255,0
293,0
682,0
93,0
152,0
520,0
396,0
429,0
409,0
569,0
593,0
734,0
378,0
272,0
130,0
457,0
17,0
721,0
175,0
485,0
568,0
436,0
223,0
10,0
188,0
462,0
183,0
364,0
542,0
659,0
148,0
344,0
322,0
218,0
274,0
452,0
138,0
339,0
549,0
528,0
323,0
739,0
715,0
87,0
71,0
232,0
620,0
291,0
669,0
478,0
726,0
638,0
85,0
306,0
123,0
573,0
35,0
445,0
733,0
301,0
205,0
275,0
161,0
559,0
120,0
340,0
460,0
107,0
562,0
606,0
525,0
334,0
642,0
577,0
6,0
757,0
384,0
83,0
171,0
343,0
673,0
19,0
358,0
443,0
153,0
540,0
370,0
262,0
544,0
518,0
764,0
496,0
564,0
256,0
754,0
382,0
226,0
146,0
675,0
22,0
653,0
741,0
337,0
319,0
192,0
251,0
603,0
571,0
260,0
648,0
448,0
699,0
40,0
522,0
487,0
182,0
116,0
599,0
225,0
748,0
534,0
700,0
555,0
444,0
307,0
60,0
637,0
575,0
136,0
704,0
97,0
353,0
511,0
144,0
196,0
266,0
503,0
529,0
283,0
43,0
488,0
91,0
649,0
663,0
513,0
484,0
393,0
142,0
407,0
469,0
155,0
516,0
261,0
366,0
229,0
367,0
285,0
244,0
504,0
510,0
243,0
689,0
72,0
162,0
420,0
747,0
351,0
74,0
132,0
352,0
505,0
49,0
299,0
708,0
767,0
576,0
320,0
428,0
209,0
160,0
345,0
230,0
126,0
548,0
174,0
361,0
610,0
389,0
52,0
267,0
270,0
412,0
551,0
380,0
567,0
691,0
611,0
198,0
639,0
605,0
440,0
236,0
357,0
128,0
713,0
652,0
37,0
77,0
233,0
145,0
363,0
336,0
449,0
168,0
257,0
581,0
68,0
179,0
318,0
703,0
570,0
477,0
5,0
624,0
680,0
594,0
667,0
54,0
11,0
231,0
208,0
259,0
657,0
309,0
419,0
736,0
584,0
239,0
211,0
483,0
222,0
755,0
70,0
206,0
133,0
282,0
106,0
247,0
234,0
248,0
688,0
111,0
526,0
547,0
315,0
502,0
442,0
730,0
495,0
381,0
392,0
258,0
434,0
500,0
298,0
158,0
696,0
170,0
115,0
186,0
662,0
746,0
23,0
371,0
501,0
26,0
330,0
631,0
314,0
46,0
9,0
104,0
147,0
189,0
58,0
556,0
557,0
27,0
651,0
327,0
661,0
626,0
124,0
277,0
190,0
204,0
341,0
369,0
290,0
122,0
240,0
742,0
61,0
194,0
722,0
25,0
751,0
321,0
441,0
417,0
424,0
426,0
416,0
328,0
21,0
578,0
92,0
242,0
454,0
725,0
114,0
515,0
494,0
560,0
609,0
574,0
335,0
592,0
583,0
178,0
431,0
15,0
666,0
280,0
32,0
647,0
325,0
176,0
634,0
34,0
308,0
467,0
716,0
191,0
693,0
398,0
279,0
418,0
629,0
100,0
350,0
82,0
375,0
664,0
134,0
47,0
753,0
67,0
368,0
312,0
588,0
197,0
302,0
250,0
710,0
470,0
600,0
408,0
535,0
537,0
572,0
589,0
216,0
20,0
644,0
517,0
109,0
473,0
681,0
94,0
679,0
57,0
374,0
720,0
464,0
303,0
706,0
12,0
127,0
38,0
355,0
246,0
313,0
438,0
7,0
692,0
645,0
676,0
633,0
760,0
743,0
749,0
561,0
184,0
90,0
110,0
372,0
471,0
619,0
566,0
523,1
252,1
565,1
490,1
271,1
461,1
552,1
527,1
324,1
394,1
585,1
254,1
672,1
660,1
671,1
727,1
88,1
86,1
724,1
735,1
292,1
273,1
276,1
137,1
118,1
338,1
458,1
459,1
643,1
579,1
84,1
169,1
172,1
342,1
18,1
541,1
543,1
519,1
762,1
563,1
305,1
253,1
383,1
674,1
269,1
497,1
446,1
447,1
697,1
486,1
187,1
181,1
598,1
227,1
228,1
750,1
539,1
550,1
640,1
702,1
304,1
295,1
42,1
44,1
514,1
493,1
395,1
141,1
143,1
154,1
156,1
150,1
264,1
220,1
263,1
365,1
288,1
286,1
512,1
509,1
241,1
690,1
89,1
69,1
163,1
164,1
745,1
354,1
349,1
129,1
131,1
362,1
