Id,Time
900,0
755,0
448,0
651,0
190,0
249,0
485,0
851,0
920,0
690,0
357,0
341,0
702,0
460,0
429,0
511,0
608,0
254,0
1007,0
678,0
638,0
618,0
815,0
319,0
905,0
597,0
90,0
821,0
348,0
937,0
831,0
999,0
573,0
541,0
285,0
273,0
171,0
349,0
782,0
803,0
47,0
86,0
904,0
594,0
413,0
13,0
361,0
935,0
558,0
36,0
810,0
681,0
25,0
818,0
946,0
179,0
146,0
766,0
384,0
282,0
836,0
1021,0
56,0
135,0
95,0
199,0
518,0
687,0
654,0
530,0
548,0
855,0
770,0
220,0
182,0
305,0
484,0
642,0
271,0
380,0
521,0
402,0
394,0
206,0
571,0
300,0
912,0
525,0
37,0
584,0
758,0
977,0
97,0
386,0
186,0
492,0
265,0
592,0
407,0
130,0
390,0
138,0
257,0
862,0
399,0
264,0
513,0
622,0
81,0
614,0
436,0
335,0
921,0
498,0
736,0
628,0
224,0
694,0
372,0
611,0
155,0
534,0
634,0
645,0
991,0
893,0
247,0
808,0
988,0
763,0
322,0
51,0
984,0
353,0
537,0
109,0
869,0
778,0
969,0
709,0
752,0
664,0
470,0
551,0
313,0
20,0
2,0
630,0
837,0
173,0
114,0
939,0
157,0
865,0
6,0
331,0
745,0
722,0
477,0
296,0
68,0
743,0
166,0
494,0
410,0
213,0
473,0
303,0
913,0
203,0
716,0
368,0
442,0
210,0
974,0
121,0
825,0
879,0
957,0
1010,0
562,0
423,0
71,0
338,0
102,0
942,0
125,0
58,0
1004,0
231,0
292,0
844,0
966,0
226,0
1018,0
730,0
233,0
462,0
667,0
671,0
78,0
859,0
719,0
325,0
726,0
373,0
699,0
243,0
453,0
105,0
603,0
794,0
890,0
426,0
955,0
883,0
874,0
658,0
846,0
466,0
141,0
888,0
505,0
152,0
61,0
252,1
898,1
824,1
1000,1
276,1
350,1
91,1
595,1
45,1
683,1
819,1
833,1
1024,1
145,1
88,1
680,1
652,1
532,1
557,1
832,1
853,1
181,1
483,1
649,1
272,1
382,1
523,1
927,1
404,1
945,1
909,1
911,1
40,1
35,1
757,1
393,1
187,1
188,1
490,1
591,1
395,1
137,1
258,1
392,1
263,1
514,1
516,1
919,1
620,1
48,1
619,1
445,1
922,1
759,1
625,1
637,1
222,1
381,1
613,1
153,1
636,1
643,1
646,1
805,1
986,1
990,1
764,1
53,1
354,1
355,1
539,1
100,1
777,1
780,1
801,1
538,1
306,1
18,1
1,1
4,1
635,1
631,1
835,1
938,1
940,1
934,1
148,1
867,1
329,1
330,1
295,1
493,1
409,1
475,1
302,1
914,1
903,1
204,1
198,1
209,1
211,1
217,1
972,1
872,1
948,1
1012,1
564,1
569,1
345,1
339,1
340,1
103,1
116,1
1006,1
218,1
301,1
842,1
971,1
967,1
1017,1
729,1
662,1
77,1
860,1
854,1
718,1
712,1
328,1
323,1
326,1
731,1
371,1
697,1
700,1
242,1
245,1
107,1
98,1
601,1
598,1
807,1
320,1
953,1
884,1
665,1
845,1
468,1
132,1
885,1
895,1
159,1
150,1
52,1
63,1
250,2
251,2
897,2
899,2
930,2
822,2
823,2
997,2
998,2
274,2
275,2
352,2
351,2
89,2
92,2
593,2
596,2
46,2
682,2
684,2
817,2
820,2
834,2
1022,2
1023,2
147,2
85,2
87,2
677,2
679,2
650,2
529,2
531,2
560,2
559,2
829,2
830,2
856,2
184,2
183,2
481,2
482,2
269,2
270,2
383,2
522,2
524,2
401,2
403,2
947,2
910,2
38,2
39,2
33,2
34,2
760,2
396,2
185,2
489,2
491,2
589,2
590,2
139,2
140,2
259,2
260,2
389,2
391,2
261,2
262,2
